1,25.437,26.5,2023-05-20 19:15:29
2,25.437,26.562,2023-05-20 20:23:15
3,25.125,26.25,2023-05-20 20:36:27
4,25.062,26.25,2023-05-20 20:41:32
5,25.125,26.25,2023-05-20 20:43:42
6,25.625,26.75,2023-05-21 19:08:54
7,25.687,26.812,2023-05-21 19:09:03
8,25.687,26.812,2023-05-21 19:09:15
9,25.687,26.812,2023-05-21 19:09:24
